2HNYB1H68DH237794,Ford,Contour,Purple,1998,TRUE
WA1CV74L87D612682,Dodge,Ram Van 1500,Pink,2001,TRUE
1G4GG5G31DF941530,Ford,Contour,Violet,1997,FALSE
5FPYK1F50EB711820,Chevrolet,G-Series G10,Maroon,1992,FALSE
1GYS4KEF8CR496116,Aston Martin,Vantage,Orange,2010,FALSE
WBAGL83544D776431,Infiniti,Q,Khaki,1993,TRUE
1C4RDHAG4FC779920,Ford,Escort,Puce,2000,FALSE
2G4GR5ER2D9539574,Land Rover,LR3,Blue,2009,FALSE
3LNHL2GC3BR015919,Mercedes-Benz,300SL,Red,1992,FALSE
2G4GV5GV4C9798619,Ford,Aerostar,Green,1989,FALSE
WBAYM9C56DD527961,Oldsmobile,Ciera,Crimson,1993,TRUE
WBA3G7C5XFK147493,Dodge,Avenger,Violet,2008,FALSE
KMHHT6KD4BU311502,Jeep,Cherokee,Indigo,1997,TRUE
JN8AE2KP5C9869600,GMC,Envoy,Blue,2004,FALSE
WBANB33594B813823,Buick,Regal,Red,1993,FALSE
WAUVC58EX5A009006,Audi,80,Crimson,1989,TRUE
1N6AF0LY5FN765198,Dodge,Stratus,Fuscia,1996,TRUE
55SWF4JB2FU353493,Suzuki,Swift,Yellow,1998,TRUE
1C4RDHDGXCC039120,Volkswagen,Eurovan,Teal,2000,TRUE
WAUHMBFC6EN524216,Mitsubishi,Outlander,Maroon,2005,TRUE
2LMDJ6JK6EB554635,Hummer,H1,Crimson,1993,FALSE
JM1NC2MF1E0192821,Chevrolet,Malibu,Khaki,2007,FALSE
1C3BC8EG1BN700723,Jeep,Patriot,Fuscia,2011,TRUE
2T1BURHE0EC064912,Fillmore,Fillmore,Orange,1960,FALSE
1N4AB7AP4EN885001,Audi,A3,Blue,2007,TRUE
JN8AZ1MU5DW455981,Chrysler,Voyager,Puce,2002,TRUE
WBAYE8C57DD516636,Mazda,B-Series Plus,Turquoise,1997,TRUE
JN1AZ4EH9EM958301,Infiniti,G35,Green,2006,FALSE
2G61V5S82F9273500,Plymouth,Laser,Goldenrod,1993,TRUE
1C4RDHDG2FC065053,Pontiac,6000,Goldenrod,1988,FALSE
WBASP4C53BC821661,Infiniti,M,Fuscia,1992,FALSE
1GYFC66808R052067,Toyota,Prius,Goldenrod,2001,TRUE
1FTEX1CM9DK982088,Chevrolet,Malibu,Green,2003,FALSE
1G6YX36D285373102,Infiniti,G,Purple,2000,TRUE
WAUEFAFL4BN501116,Lincoln,Navigator,Teal,2006,FALSE
1G6AK5S38D0215931,Porsche,Panamera,Teal,2011,TRUE
1G6DE5E51C0711038,Oldsmobile,Bravada,Orange,2003,FALSE
WBAWR3C57AP192497,Saab,09-May,Fuscia,2006,TRUE
WAUDK78T29A684248,Buick,Electra,Goldenrod,1989,TRUE
WA1AY94L18D784841,Subaru,SVX,Indigo,1994,FALSE
WA1CMAFP2EA621649,Suzuki,Grand Vitara,Teal,2011,TRUE
WBAEW53433P525255,Chevrolet,Corvette,Indigo,2009,TRUE
WP0AA2A88BU000891,Jeep,Commander,Puce,2007,FALSE
1C3CDZBG3DN830470,Pontiac,Grand Prix,Khaki,2002,FALSE
WAU4FAFR8AA150622,Maserati,Quattroporte,Maroon,2010,TRUE
1GTPCTEX9AZ669667,Dodge,Ram 2500,Mauv,1995,FALSE
1FM5K7B87FG348740,Dodge,Nitro,Aquamarine,2010,FALSE
5NPDH4AE3CH016020,Mercedes-Benz,E-Class,Crimson,1997,FALSE
YV126MFB0F2919642,Honda,Civic,Red,2002,FALSE
1G6DH5EY4B0761531,Mercedes-Benz,C-Class,Purple,2005,TRUE
1GYS3BEF3CR874071,GMC,1500 Club Coupe,Khaki,1996,FALSE
W04GN5EC8B1798626,Isuzu,Space,Blue,1992,TRUE
WAU3VAFR7CA395624,Volkswagen,Cabriolet,Khaki,1993,TRUE
WAUNF98PX6A256043,Chevrolet,Caprice,Pink,1983,TRUE
1G6AZ5SXXF0544633,GMC,Savana 3500,Red,2007,FALSE
JTHBK1GGXF2976682,Porsche,944,Fuscia,1987,TRUE
1J4NF1FB8AD027079,Dodge,Ram Wagon B350,Goldenrod,1992,FALSE
2C3CDXCT0CH253503,Dodge,Stealth,Maroon,1995,FALSE
WAUCFAFH6DN068937,Ford,LTD Crown Victoria,Violet,1984,FALSE
WAUUL68E35A723156,Hyundai,Tiburon,Turquoise,2006,TRUE
1C3BCBGG9DN895130,Chrysler,LHS,Aquamarine,1994,TRUE
5N1AL0MM8FC663571,GMC,Envoy XUV,Goldenrod,2005,TRUE
WBA5B1C50ED165296,Chevrolet,Astro,Orange,1995,TRUE
WAULD54BX2N616883,Mazda,RX-8,Blue,2007,FALSE
3D73Y4EL6AG976769,Oldsmobile,Bravada,Pink,1999,FALSE
JN8CS1MW9FM157012,GMC,Vandura 2500,Violet,1994,FALSE
5XYZT3LB1FG771485,Maserati,Coupe,Crimson,2006,TRUE
SCBZU25E61C258912,Volvo,C70,Goldenrod,2006,TRUE
KMHTC6AD8DU479559,Chrysler,300,Crimson,2005,FALSE
3C6LD4AT5CG259091,Hyundai,Tiburon,Red,2006,TRUE
WBAXA5C58ED298536,GMC,Savana 3500,Mauv,2000,FALSE
WP1AA2A28BL731768,Ford,Explorer,Yellow,1998,FALSE
JN1AZ4EH9FM252642,Saab,9000,Violet,1995,TRUE
3D73Y4HL8BG638920,Dodge,Caravan,Fuscia,2005,TRUE
1G6DK5EY9B0298576,Subaru,Brat,Orange,1985,TRUE
1FTSX2A5XAE247621,Dodge,Neon,Yellow,2005,TRUE
5GADV33127D001034,Oldsmobile,Ciera,Red,1992,TRUE
WAUKF68E25A688477,Volkswagen,riolet,Aquamarine,1993,FALSE
WBAPH7C51BA187752,Toyota,Tacoma Xtra,Aquamarine,2002,TRUE
1G6DP8EVXA0808909,Lexus,ES,Orange,1995,TRUE
3FADP0L36BR573240,Porsche,911,Orange,2005,TRUE
WBAPH5C51AA458392,BMW,5 Series,Aquamarine,2010,FALSE
JTHFF2C2XE2263205,Aston Martin,V12 Vantage,Orange,2011,FALSE
1GYS3GKJ6FR530678,Acura,TL,Crimson,2011,FALSE
1N6AF0LY3EN461379,BMW,Alpina B7,Blue,2008,FALSE
3N1AB6AP7AL852026,Scion,tC,Indigo,2006,TRUE
WBAEV33425K786528,Volkswagen,Jetta,Mauv,1997,FALSE
19XFB4F20DE682167,Lincoln,Navigator L,Teal,2011,TRUE
JHMFA3F27BS169844,Mercedes-Benz,E-Class,Maroon,2011,TRUE
5J6TF1H32AL502759,Acura,RL,Crimson,2010,FALSE
1G6DL5E31C0299000,Chrysler,Sebring,Pink,2001,TRUE
5NPDH4AE3DH842836,Ford,Bronco,Violet,1992,TRUE
WVWED7AJ6BW532945,Mercedes-Benz,R-Class,Puce,2009,TRUE
1D7RW3BKXBS413224,Maybach,62,Yellow,2010,FALSE
1GYFK13289R780727,Maserati,430,Violet,1991,FALSE
WBAUN7C51DV901872,Land Rover,Range Rover,Aquamarine,1992,TRUE
YV1902AH9C1844540,Dodge,Ram Van B150,Maroon,1993,FALSE
2G4GS5EKXC9892330,Toyota,Camry Hybrid,Red,2011,TRUE
TRUTC28N921617187,BMW,5 Series,Blue,2012,FALSE
WA1DGAFE5CD572923,Cadillac,Fleetwood,Teal,1994,FALSE
YV4902DZ8E2308280,Mercury,Grand Marquis,Yellow,2010,FALSE
SAJWA4DC5DM802594,Jaguar,XF,Teal,2012,FALSE
1FTWF3D51AE887691,Ford,Expedition EL,Khaki,2007,FALSE
SCFBF04B18G166180,Chevrolet,Lumina,Goldenrod,2001,FALSE
5N1AN0NU4AC829120,MINI,Cooper,Red,2010,TRUE
JM3TB2CA2F0924849,Land Rover,Range Rover,Yellow,2004,FALSE
WDCYC3HF4DX758936,Toyota,Prius,Yellow,2005,TRUE
1C3CCBCG0EN227647,Eagle,Summit,Teal,1992,TRUE
1VWAP7A30EC275873,GMC,Yukon XL 1500,Green,2011,FALSE
JN8AF5MR1BT984404,Mitsubishi,Endeavor,Mauv,2008,TRUE
WP1AA2AP2AL430553,Suzuki,X-90,Pink,1997,FALSE
SCFAB01EX9G801274,Mazda,Navajo,Indigo,1993,TRUE
WBA6B8C54FD030675,Kia,Optima,Violet,2006,FALSE
WVGAV7AX9AW777779,Mercedes-Benz,S-Class,Mauv,1993,FALSE
JH4KC1F36EC022175,Mercedes-Benz,500E,Red,1992,TRUE
1D7RW3GK8BS174667,Honda,Odyssey,Purple,2008,TRUE
3FA6P0SU0DR299913,Dodge,Ram 3500,Turquoise,2003,TRUE
5J6TF2H57EL692250,Mazda,929,Orange,1994,TRUE
WBAKX6C51BC063900,Chevrolet,Express 2500,Khaki,1998,FALSE
1FTNS1EW5AD992100,Volkswagen,Golf,Indigo,1984,FALSE
WBAYE8C50FD295433,GMC,Savana 2500,Goldenrod,2008,FALSE
SALVN2BG6FH274058,Volkswagen,GTI,Teal,2001,TRUE
1C3BC1FB9BN052087,Maybach,62,Mauv,2006,TRUE
3C4PDDAG0ET574856,Mercedes-Benz,W201,Blue,1991,TRUE
WBA3N3C5XFK990270,Kia,Sorento,Indigo,2008,TRUE
1G6AX5SX0E0088260,Ford,E150,Mauv,2004,TRUE
WAUEFAFL1AN898752,Subaru,Impreza,Yellow,1993,TRUE
WDDHF0EB2EA819000,BMW,M5,Goldenrod,2003,TRUE
2T1BU4EE0DC483414,Cadillac,Eldorado,Violet,1992,TRUE
WAUDH98E68A533729,Audi,S5,Maroon,2010,FALSE
3LN6L2LU9ER841118,Audi,5000CS,Purple,1988,TRUE
WBAPT7C53AC845041,Audi,A4,Fuscia,2008,TRUE
WAUGN74F89N595345,Honda,Prelude,Green,1997,FALSE
3FAHP0HA2AR977191,Nissan,Cube,Fuscia,2012,FALSE
4T1BF3EK9BU333307,Ford,Excursion,Purple,2005,FALSE
1N6AF0KX0FN566147,Chrysler,300,Khaki,2009,TRUE
WAUML44E66N495609,Mazda,MPV,Orange,1997,TRUE
1GD11ZCGXDF112060,Ford,Expedition,Teal,2008,TRUE
JTEBC3EH4D2079498,Infiniti,FX,Maroon,2011,TRUE
1G6KD57Y44U464769,BMW,1 Series,Teal,2011,TRUE
3VW517AT2EM769069,Honda,CR-V,Pink,2005,FALSE
WBAKE5C51BE114168,Mercury,Mariner,Khaki,2006,FALSE
2HNYD18286H289789,Subaru,Legacy,Goldenrod,1996,TRUE
3C3CFFER1DT170807,Nissan,Maxima,Teal,2010,FALSE
2HNYD18271H043213,Hyundai,Accent,Purple,2012,FALSE
1FTSW3B58AE886409,Jaguar,XJ,Red,2009,TRUE
JH4KB16587C071725,Dodge,Grand Caravan,Maroon,1992,TRUE
JN8AZ2KR5DT560042,Buick,Electra,Teal,1985,TRUE
WA1YD64B02N568822,Pontiac,Grand Prix Turbo,Yellow,1990,FALSE
WDDJK7DA5EF994472,Hyundai,Elantra,Violet,1994,FALSE
4T1BD1EB8FU604468,GMC,Envoy,Pink,1999,FALSE
WAUCFAFR4DA876400,Cadillac,Seville,Purple,2000,TRUE
WAUEL74F76N882202,Dodge,Ram 3500,Turquoise,2006,FALSE
WBABD33426J023227,Volvo,850,Red,1995,FALSE
WVWED7AJ8BW317549,Dodge,Dakota,Blue,1998,TRUE
19VDE1F54EE381970,Lexus,LX,Pink,2001,FALSE
3VW1K7AJ3FM015173,Jaguar,X-Type,Khaki,2006,FALSE
YV1902AH6B1787700,Honda,Insight,Orange,2001,TRUE
3C6TD5LT5CG864229,Kia,Sorento,Blue,2005,FALSE
WBSBL93424J834301,Buick,Coachbuilder,Turquoise,1991,TRUE
1FTSW2B50AE974641,Honda,del Sol,Khaki,1993,TRUE
JTDKTUD34DD576782,GMC,Sierra 1500,Puce,2003,FALSE
WA1YD54B92N721384,Dodge,Ram 3500,Maroon,2006,FALSE
WBA4B3C54FD446493,Pontiac,Aztek,Violet,2003,FALSE
WA1CV74L07D425789,Ford,Five Hundred,Teal,2007,TRUE
WAUHFAFL6EN049865,Mitsubishi,Lancer,Teal,2011,TRUE
JM1NC2LF8C0785719,Mercedes-Benz,400E,Khaki,1993,FALSE
1G6AB5SX2F0574598,Aston Martin,V8 Vantage,Aquamarine,2012,TRUE
1GKS1AKC9FR631549,Lamborghini,Gallardo,Maroon,2011,TRUE
1N6AF0KX0EN715672,Dodge,Avenger,Aquamarine,1995,FALSE
SCBZB25E52C773410,Mercury,Marquis,Crimson,1984,TRUE
3D7TP2CT1BG293177,Chevrolet,Lumina,Green,1995,FALSE
5TFBW5F1XDX545530,Chrysler,Aspen,Yellow,2008,TRUE
WAUHFAFLXAA850686,Land Rover,Range Rover,Aquamarine,2010,FALSE
WBABW53475P557096,Dodge,Viper RT/10,Orange,1993,FALSE
KM8NU4CC7BU271698,Mercedes-Benz,G-Class,Indigo,2011,TRUE
JH4CU2F42CC797800,Mercury,Mountaineer,Mauv,1999,TRUE
1C6RD7PT4CS121277,Ford,Ranger,Pink,2004,TRUE
1N6AF0LYXFN330144,Kia,Sportage,Yellow,2009,FALSE
4F2CY0C79AK327369,Buick,Regal,Green,1986,TRUE
4F2CY0C77BK515633,Bentley,Continental GT,Goldenrod,2012,FALSE
JTHBK1EG9A2376716,Cadillac,XLR-V,Blue,2007,FALSE
5UMCL93432L791094,Ford,F-Series,Orange,2011,TRUE
WAUBH74FX8N384082,Volkswagen,Jetta,Blue,1998,FALSE
3D7JV1EP6BG753439,Mercury,Cougar,Green,1969,FALSE
JTDKTUD37ED593688,Toyota,Celica,Teal,2002,TRUE
3C63D3FL0CG369064,Suzuki,XL-7,Crimson,2005,FALSE
WAUVT68E23A085595,Mazda,B-Series Plus,Pink,2002,TRUE
3D7TT2CT0BG864539,Infiniti,QX56,Fuscia,2007,TRUE
2T1BURHE1FC961271,Isuzu,Hombre,Khaki,1997,FALSE
WBA3B5C55EP346617,Pontiac,Bonneville,Violet,1989,FALSE
3N1CN7AP8FL457267,Jaguar,X-Type,Mauv,2005,TRUE
1C6RD6KP4CS692353,Mercedes-Benz,G-Class,Pink,2004,FALSE
1N6AA0CC8DN439217,Pontiac,Sunfire,Red,2001,TRUE
WDDGF4HB2DR932430,Honda,Accord Crosstour,Blue,2011,TRUE
2T1BURHE6EC807895,Lexus,ES,Orange,2004,FALSE
WBAFR7C5XCC161343,Pontiac,Grand Prix,Blue,2007,FALSE
1N4AL2AP9BC854589,Mitsubishi,Space,Maroon,1984,TRUE
5TDBK3EH3AS373339,Hummer,H1,Puce,1995,FALSE
1G6KD54Y85U227465,Ford,Mustang,Mauv,1999,TRUE
TRUUT28N231055106,Honda,Ridgeline,Teal,2007,TRUE
WAUJC58E22A769246,Ford,Expedition EL,Mauv,2009,TRUE
WDDUG7JB0EA358261,MINI,Clubman,Aquamarine,2009,FALSE
WAUML64B14N692296,GMC,1500 Club Coupe,Blue,1998,TRUE
1G4GE5EV5AF404858,Saturn,Aura,Pink,2009,TRUE
JTDBT4K32B4689923,Mercedes-Benz,R-Class,Khaki,2009,TRUE
KNAFT4A22A5961175,Nissan,Quest,Turquoise,1994,TRUE
3D7TP2CT6AG738284,Mercury,Sable,Blue,2000,FALSE
1G6AR5SX5E0810560,Kia,Spectra,Fuscia,2009,FALSE
WBAUP7C54BV594396,Dodge,Ram Van 2500,Aquamarine,2001,FALSE
1G6KE54Y32U048159,Ford,Escort,Yellow,1987,FALSE
JH4CU25659C210789,Kia,Sedona,Khaki,2006,FALSE
5N1CR2MM3EC144140,Toyota,MR2,Teal,1987,FALSE
1D4RD5GG2BC046929,Suzuki,Sidekick,Crimson,1993,TRUE
2C3CCABG0FH729872,BMW,745,Mauv,2004,FALSE
1G4HE57Y06U118446,Dodge,Durango,Maroon,2005,FALSE
WBAUP73539V143762,Lexus,IS F,Aquamarine,2008,FALSE
1FTSF3B5XAE577816,Ford,F150,Orange,2003,TRUE
JTHBL5EF7A5966813,Cadillac,Seville,Indigo,1996,FALSE
SAJWA4GB7FL841926,GMC,1500 Club Coupe,Crimson,1996,TRUE
3VWJX7AJ2AM653263,Mercury,Cougar,Yellow,1995,FALSE
4T1BD1EB0EU222675,GMC,Sierra,Goldenrod,2012,TRUE
WAUGN74F97N797088,Mazda,MPV,Red,2000,TRUE
KNALN4D75F5777179,Mazda,RX-7,Pink,1995,FALSE
3D73M4CL6AG327441,GMC,Sierra 2500,Fuscia,1999,FALSE
JH4KC1F99EC615047,Volkswagen,Eos,Violet,2008,FALSE
4A31K3DTXCE203812,Nissan,300ZX,Teal,1991,TRUE
SALAK2V62FA470744,Mercedes-Benz,S-Class,Blue,2001,FALSE
1VWAH7A35DC719664,Mercedes-Benz,S-Class,Purple,1998,FALSE
1GT01ZCG8EF996064,Ford,Ranger,Crimson,2003,FALSE
KL4CJCSB9FB107033,Toyota,Solara,Turquoise,2007,TRUE
5BZBF0AA2EN322681,GMC,Yukon,Crimson,1996,FALSE
WAUGFAFR6DA568906,Ford,E350,Red,2008,TRUE
WAUVVAFRXAA496887,Mitsubishi,Cordia,Teal,1984,TRUE
WDDHF5KB1FB111592,Subaru,Legacy,Maroon,1989,FALSE
1G4HF57968U644444,Aston Martin,Rapide,Pink,2010,TRUE
WAUKF78E46A787289,Ford,Courier,Goldenrod,1987,FALSE
WAUGGAFC5CN581968,Acura,RL,Fuscia,2007,FALSE
WAUAF98E37A988433,Chrysler,Town & Country,Teal,2012,FALSE
3C3CFFAR7ET277691,Volvo,S40,Purple,2009,FALSE
KMHCT4AE3CU182078,Chevrolet,Venture,Maroon,1999,TRUE
1G4GD5EG9AF175623,Ford,Explorer,Green,2011,FALSE
1FTFW1E89AK267279,Mitsubishi,Truck,Puce,1994,TRUE
JTHBL5EF4F1080852,Ferrari,458 Italia,Aquamarine,2010,FALSE
JN8AS5MT6CW607476,Buick,Rendezvous,Mauv,2004,TRUE
WBA3T7C5XFP641254,Land Rover,LR2,Orange,2009,FALSE
JTHBE5C23D5042609,Audi,Quattro,Violet,1994,FALSE
2G4WE587771451169,Hyundai,Tiburon,Blue,2006,FALSE
NM0KS9AN3AT641934,Buick,LaCrosse,Goldenrod,2006,FALSE
WAURVAFA9AN501212,Volvo,V90,Indigo,1997,TRUE
WAUML54B83N729479,Mitsubishi,Eclipse,Orange,2008,TRUE
JTDKTUD35ED997685,Honda,Accord,Yellow,1997,TRUE
1C6RD6MT5CS074128,Volvo,V40,Goldenrod,2000,TRUE
4T1BF1FK1EU606277,BMW,3 Series,Red,1999,TRUE
JN1CV6AP0CM202172,Eagle,Summit,Green,1995,FALSE
WBSKG9C57DE976780,Ford,F350,Orange,2007,TRUE
1G4PS5SK6F4055411,Ford,Bronco II,Maroon,1987,TRUE
1G6KE54Y63U090844,Pontiac,Grand Prix,Yellow,1992,TRUE
1G6KF54912U583643,Chevrolet,Silverado,Blue,2009,TRUE
1G6KD57Y77U715711,Mitsubishi,Galant,Fuscia,2008,TRUE
SCFEBBCFXCG406148,Volvo,S40,Fuscia,2006,FALSE
1VWAH7A32EC220905,Chevrolet,Astro,Teal,1997,FALSE
JTDKTUD3XED582782,Lincoln,MKZ,Orange,2007,FALSE
1GYS3JEF7ER462040,Mazda,CX-9,Goldenrod,2011,FALSE
JH4CU4F40BC563374,Dodge,Viper,Goldenrod,1999,FALSE
2G4GK5EX4F9026932,Toyota,RAV4,Violet,1998,FALSE
WBAGN63474D266659,GMC,Sierra 1500,Violet,2003,FALSE
WBAWL13587P106547,Dodge,Durango,Green,2007,FALSE
SALGS2DF4DA732398,Mercury,Sable,Mauv,2000,FALSE
WVWED7AJ6CW183531,Hummer,H3,Violet,2008,TRUE
WA1AV94L79D695480,Porsche,944,Pink,1983,TRUE
WAUKG78E45A878509,Lexus,SC,Indigo,2005,FALSE
YV440MBC9F1877988,Chevrolet,Cavalier,Yellow,2005,TRUE
JN8AZ1MU6CW186341,Mitsubishi,Tredia,Khaki,1984,TRUE
1HGCR2F33DA983239,Toyota,Sienna,Pink,2004,FALSE
WAUVFAFH2DN712460,Porsche,911,Puce,2012,TRUE
19UUA56783A176052,Nissan,Cube,Purple,2012,FALSE
1GTN1TEX6BZ903603,Chevrolet,Camaro,Blue,1979,FALSE
1GKS1GKC0FR750769,GMC,Yukon XL 1500,Turquoise,2001,FALSE
1G4PR5SK3F4936787,Ford,F-Series,Goldenrod,1986,FALSE
1G6AA5RX7D0900661,Mitsubishi,GTO,Teal,1994,FALSE
3N1AB6AP5AL643092,Ford,Tempo,Green,1991,FALSE
JA32X8HW1CU860089,Tesla,Roadster,Aquamarine,2011,TRUE
1G6DM8ED4B0750183,Saab,9000,Purple,1996,TRUE
WAUML64B73N909056,Chrysler,Cirrus,Yellow,1998,FALSE
2G4WC582191647525,Ford,Escort,Goldenrod,1990,FALSE
WBAYM9C56ED700699,Mazda,B-Series,Pink,2008,FALSE
1ZVBP8AM2D5728798,Dodge,Ram Van 2500,Green,1999,FALSE
1FTWW3CY4AE292930,GMC,Vandura 2500,Crimson,1993,FALSE
1FMJK1JT2FE213811,Toyota,Previa,Khaki,1996,TRUE
JN8AF5MR1ET594780,Chevrolet,Silverado,Crimson,2009,FALSE
SALAB2D40CA841072,BMW,5 Series,Mauv,2007,FALSE
2HKRM3H37FH695813,Dodge,Stratus,Goldenrod,1999,TRUE
KL4CJBSB5FB853893,Pontiac,GTO,Green,1970,FALSE
WBADS43482G404592,Chevrolet,Corvette,Red,1989,FALSE
1GD422CG8EF974941,Mercedes-Benz,500SEC,Teal,1993,TRUE
1G6KD57Y63U540586,BMW,3 Series,Yellow,2007,FALSE
WAUDG78E06A299057,Lotus,Exige,Blue,2008,TRUE
1G4GJ5G32DF956992,Cadillac,DeVille,Puce,2004,TRUE
2CTALBEW6A6112352,Subaru,Leone,Red,1987,FALSE
3D4PH6FV7AT253837,Maybach,57,Green,2008,FALSE
19XFB2E52FE747734,Mercedes-Benz,SL-Class,Red,2003,TRUE
SCFFDAAE0BG033350,Holden,VS Commodore,Mauv,1996,TRUE
WAU4GBFB8AN897703,Subaru,Leone,Turquoise,1988,FALSE
5N1AN0NU5AC888841,Nissan,Armada,Red,2010,TRUE
YV1612FS0E1108660,Audi,Coupe GT,Purple,1987,FALSE
JN8AZ2KR9CT505494,Porsche,911,Yellow,1989,TRUE
WAUKH98E06A075089,Jeep,Grand Cherokee,Mauv,1993,TRUE
1G4HR54K034937456,Pontiac,Grand Am,Blue,2005,TRUE
5TFBW5F19BX448073,Buick,Riviera,Green,1979,FALSE
1D7CW2GK5AS076369,Ford,F350,Aquamarine,1995,FALSE
1GYFK63898R379011,Chevrolet,Prizm,Aquamarine,1998,FALSE
5N1AN0NW2FN109702,Toyota,Camry Hybrid,Orange,2009,TRUE
2G4WC582461288814,Mazda,RX-7,Turquoise,1986,FALSE
1GTPCTEX2AZ565814,Kia,Optima,Teal,2011,FALSE
5TDBCRFH8FS968029,BMW,M6,Mauv,2010,FALSE
SCFAD01A25G267754,Geo,Tracker,Fuscia,1994,FALSE
WP0CB2A86FS126979,Hummer,H1,Violet,2000,FALSE
WAUVT58E65A052127,Nissan,Quest,Blue,2008,TRUE
JA4AP3AU4BZ403880,Saab,09-Mar,Orange,2011,FALSE
1N6AA0CJ1FN223209,Dodge,Neon,Mauv,2001,TRUE
1G6DV5EPXC0858668,GMC,Yukon XL 1500,Crimson,2008,FALSE
5J6YH1H33BL871633,Austin,Mini,Indigo,1959,FALSE
WAUJT54B63N537075,Ford,E250,Orange,2004,FALSE
1D7RW2BK7AS508252,Mazda,MX-5,Yellow,1991,FALSE
SCFFDCCD6CG031703,Audi,A3,Yellow,2009,FALSE
SAJWA8JH3EM238498,Pontiac,Montana,Mauv,2003,TRUE
3MZBM1K77EM135474,Audi,Coupe GT,Maroon,1986,FALSE
1GYFK43858R849135,Ford,Escort,Green,1997,TRUE
WBAPT73528C157770,Audi,A6,Pink,2001,TRUE
2T1BURHE8FC533245,Nissan,Altima,Yellow,2005,FALSE
1G6AB5R33F0331336,Mercury,Tracer,Khaki,1999,TRUE
3D7TP2CT3BG408944,Honda,Pilot,Fuscia,2002,TRUE
5UXKU6C50F0474786,Rolls-Royce,Ghost,Red,2011,TRUE
WBAPM73529A943093,Infiniti,FX,Red,2008,TRUE
KNAFT4A22C5471743,Acura,RDX,Puce,2012,TRUE
1G6KD57Y19U603702,Toyota,Tacoma,Blue,1997,TRUE
WBA3X5C54ED997174,Land Rover,Range Rover Sport,Blue,2009,FALSE
JN1BJ0HP6DM713493,Mercedes-Benz,E-Class,Khaki,2011,TRUE
3GYFNEEY1AS114326,Mercury,Lynx,Mauv,1986,FALSE
1D7RE3GK8AS768970,Kia,Optima,Yellow,2003,FALSE
JHMZF1D6XES933876,Pontiac,Firefly,Violet,1987,TRUE
YV140MEB9F1960725,Chevrolet,1500,Khaki,1997,TRUE
